"Población de 10 y más años de la C.A. de Euskadi por comarca, nivel de instrucción, sexo y periodo"

"comarca";"nivel de instrucción";"sexo";"periodo";Población de 10 y más años de la C.A. de Euskadi
"Urola Kosta";"Medio-superiores";"Hombres";"2010";2087
"Urola Kosta";"Medio-superiores";"Hombres";"2013";1836
"Urola Kosta";"Medio-superiores";"Hombres";"2014";1830
"Urola Kosta";"Medio-superiores";"Hombres";"2015";1810
"Urola Kosta";"Medio-superiores";"Hombres";"2016";1828
"Urola Kosta";"Medio-superiores";"Hombres";"2018";1788
"Urola Kosta";"Medio-superiores";"Hombres";"2019";1744
"Urola Kosta";"Medio-superiores";"Hombres";"2020";1657
"Urola Kosta";"Medio-superiores";"Mujeres";"2010";3138
"Urola Kosta";"Medio-superiores";"Mujeres";"2013";2949
"Urola Kosta";"Medio-superiores";"Mujeres";"2014";2949
"Urola Kosta";"Medio-superiores";"Mujeres";"2015";2920
"Urola Kosta";"Medio-superiores";"Mujeres";"2016";3004
"Urola Kosta";"Medio-superiores";"Mujeres";"2018";2944
"Urola Kosta";"Medio-superiores";"Mujeres";"2019";2887
"Urola Kosta";"Medio-superiores";"Mujeres";"2020";2756
"Urola Kosta";"Superiores";"Hombres";"2010";3644
"Urola Kosta";"Superiores";"Hombres";"2013";4228
"Urola Kosta";"Superiores";"Hombres";"2014";4487
"Urola Kosta";"Superiores";"Hombres";"2015";4589
"Urola Kosta";"Superiores";"Hombres";"2016";4732
"Urola Kosta";"Superiores";"Hombres";"2018";5173
"Urola Kosta";"Superiores";"Hombres";"2019";5358
"Urola Kosta";"Superiores";"Hombres";"2020";5612
"Urola Kosta";"Superiores";"Mujeres";"2010";4476
"Urola Kosta";"Superiores";"Mujeres";"2013";5344
"Urola Kosta";"Superiores";"Mujeres";"2014";5658
"Urola Kosta";"Superiores";"Mujeres";"2015";5867
"Urola Kosta";"Superiores";"Mujeres";"2016";6142
"Urola Kosta";"Superiores";"Mujeres";"2018";6696
"Urola Kosta";"Superiores";"Mujeres";"2019";7070
"Urola Kosta";"Superiores";"Mujeres";"2020";7502
