"Renta personal media de la C.A. de Euskadi (euros) por ámbitos territoriales, tipo de renta, sexo y periodo"

"ámbitos territoriales";"tipo de renta";"sexo";"periodo";Renta personal media de la C.A. de Euskadi (euros)
"Irura";"Transferencias";"Mujeres";"2018";2955
"Irura";"Transferencias";"Mujeres";"2019";2930
"Irura";"Renta disponible";"Total";"2001";11210
"Irura";"Renta disponible";"Total";"2003";13094
"Irura";"Renta disponible";"Total";"2006";15961
"Irura";"Renta disponible";"Total";"2009";18700
"Irura";"Renta disponible";"Total";"2011";19048
"Irura";"Renta disponible";"Total";"2013";17909
"Irura";"Renta disponible";"Total";"2014";17777
"Irura";"Renta disponible";"Total";"2015";18320
"Irura";"Renta disponible";"Total";"2016";18771
"Irura";"Renta disponible";"Total";"2017";19298
"Irura";"Renta disponible";"Total";"2018";19678
"Irura";"Renta disponible";"Total";"2019";19793
"Irura";"Renta disponible";"Hombres";"2001";14705
"Irura";"Renta disponible";"Hombres";"2003";17021
"Irura";"Renta disponible";"Hombres";"2006";20431
"Irura";"Renta disponible";"Hombres";"2009";23061
"Irura";"Renta disponible";"Hombres";"2011";23216
"Irura";"Renta disponible";"Hombres";"2013";21851
"Irura";"Renta disponible";"Hombres";"2014";21607
"Irura";"Renta disponible";"Hombres";"2015";22778
"Irura";"Renta disponible";"Hombres";"2016";23467
"Irura";"Renta disponible";"Hombres";"2017";23936
"Irura";"Renta disponible";"Hombres";"2018";24438
"Irura";"Renta disponible";"Hombres";"2019";24205
"Irura";"Renta disponible";"Mujeres";"2001";7487
"Irura";"Renta disponible";"Mujeres";"2003";8931
"Irura";"Renta disponible";"Mujeres";"2006";10875
"Irura";"Renta disponible";"Mujeres";"2009";14080
"Irura";"Renta disponible";"Mujeres";"2011";14640
"Irura";"Renta disponible";"Mujeres";"2013";13717
"Irura";"Renta disponible";"Mujeres";"2014";13620
"Irura";"Renta disponible";"Mujeres";"2015";13607
"Irura";"Renta disponible";"Mujeres";"2016";13846
"Irura";"Renta disponible";"Mujeres";"2017";14550
"Irura";"Renta disponible";"Mujeres";"2018";14708
"Irura";"Renta disponible";"Mujeres";"2019";15015
"Iruraiz-Gauna";"Renta total";"Total";"2001";11875
"Iruraiz-Gauna";"Renta total";"Total";"2003";13487
"Iruraiz-Gauna";"Renta total";"Total";"2006";14251
"Iruraiz-Gauna";"Renta total";"Total";"2009";18199
"Iruraiz-Gauna";"Renta total";"Total";"2011";20390
"Iruraiz-Gauna";"Renta total";"Total";"2013";18705
"Iruraiz-Gauna";"Renta total";"Total";"2014";18037
"Iruraiz-Gauna";"Renta total";"Total";"2015";19036
"Iruraiz-Gauna";"Renta total";"Total";"2016";19358
"Iruraiz-Gauna";"Renta total";"Total";"2017";20229
"Iruraiz-Gauna";"Renta total";"Total";"2018";20862
"Iruraiz-Gauna";"Renta total";"Total";"2019";22876
"Iruraiz-Gauna";"Renta total";"Hombres";"2001";14091
"Iruraiz-Gauna";"Renta total";"Hombres";"2003";16526
"Iruraiz-Gauna";"Renta total";"Hombres";"2006";17290
"Iruraiz-Gauna";"Renta total";"Hombres";"2009";21273
"Iruraiz-Gauna";"Renta total";"Hombres";"2011";23276
"Iruraiz-Gauna";"Renta total";"Hombres";"2013";21747
"Iruraiz-Gauna";"Renta total";"Hombres";"2014";20634
"Iruraiz-Gauna";"Renta total";"Hombres";"2015";21451
"Iruraiz-Gauna";"Renta total";"Hombres";"2016";21960
"Iruraiz-Gauna";"Renta total";"Hombres";"2017";22371
"Iruraiz-Gauna";"Renta total";"Hombres";"2018";23682
"Iruraiz-Gauna";"Renta total";"Hombres";"2019";25896
"Iruraiz-Gauna";"Renta total";"Mujeres";"2001";9326
"Iruraiz-Gauna";"Renta total";"Mujeres";"2003";10032
"Iruraiz-Gauna";"Renta total";"Mujeres";"2006";10823
"Iruraiz-Gauna";"Renta total";"Mujeres";"2009";14678
"Iruraiz-Gauna";"Renta total";"Mujeres";"2011";16967
"Iruraiz-Gauna";"Renta total";"Mujeres";"2013";14961
"Iruraiz-Gauna";"Renta total";"Mujeres";"2014";14877
"Iruraiz-Gauna";"Renta total";"Mujeres";"2015";16181
"Iruraiz-Gauna";"Renta total";"Mujeres";"2016";16274
"Iruraiz-Gauna";"Renta total";"Mujeres";"2017";17720
"Iruraiz-Gauna";"Renta total";"Mujeres";"2018";17629
"Iruraiz-Gauna";"Renta total";"Mujeres";"2019";19344
"Iruraiz-Gauna";"Renta del trabajo";"Total";"2001";6637
"Iruraiz-Gauna";"Renta del trabajo";"Total";"2003";7844
"Iruraiz-Gauna";"Renta del trabajo";"Total";"2006";9375
"Iruraiz-Gauna";"Renta del trabajo";"Total";"2009";11777
"Iruraiz-Gauna";"Renta del trabajo";"Total";"2011";12363
"Iruraiz-Gauna";"Renta del trabajo";"Total";"2013";11292
"Iruraiz-Gauna";"Renta del trabajo";"Total";"2014";11247
"Iruraiz-Gauna";"Renta del trabajo";"Total";"2015";11827
"Iruraiz-Gauna";"Renta del trabajo";"Total";"2016";11881
"Iruraiz-Gauna";"Renta del trabajo";"Total";"2017";12719
"Iruraiz-Gauna";"Renta del trabajo";"Total";"2018";13853
"Iruraiz-Gauna";"Renta del trabajo";"Total";"2019";15512
"Iruraiz-Gauna";"Renta del trabajo";"Hombres";"2001";7893
"Iruraiz-Gauna";"Renta del trabajo";"Hombres";"2003";9626
"Iruraiz-Gauna";"Renta del trabajo";"Hombres";"2006";11428
"Iruraiz-Gauna";"Renta del trabajo";"Hombres";"2009";13929
"Iruraiz-Gauna";"Renta del trabajo";"Hombres";"2011";14221
"Iruraiz-Gauna";"Renta del trabajo";"Hombres";"2013";12881
"Iruraiz-Gauna";"Renta del trabajo";"Hombres";"2014";12987
"Iruraiz-Gauna";"Renta del trabajo";"Hombres";"2015";13292
"Iruraiz-Gauna";"Renta del trabajo";"Hombres";"2016";13489
"Iruraiz-Gauna";"Renta del trabajo";"Hombres";"2017";14137
"Iruraiz-Gauna";"Renta del trabajo";"Hombres";"2018";16117
"Iruraiz-Gauna";"Renta del trabajo";"Hombres";"2019";18153
"Iruraiz-Gauna";"Renta del trabajo";"Mujeres";"2001";5192
"Iruraiz-Gauna";"Renta del trabajo";"Mujeres";"2003";5818
"Iruraiz-Gauna";"Renta del trabajo";"Mujeres";"2006";7061
"Iruraiz-Gauna";"Renta del trabajo";"Mujeres";"2009";9312
"Iruraiz-Gauna";"Renta del trabajo";"Mujeres";"2011";10160
"Iruraiz-Gauna";"Renta del trabajo";"Mujeres";"2013";9337
"Iruraiz-Gauna";"Renta del trabajo";"Mujeres";"2014";9129
"Iruraiz-Gauna";"Renta del trabajo";"Mujeres";"2015";10094
"Iruraiz-Gauna";"Renta del trabajo";"Mujeres";"2016";9976
"Iruraiz-Gauna";"Renta del trabajo";"Mujeres";"2017";11058
"Iruraiz-Gauna";"Renta del trabajo";"Mujeres";"2018";11257
"Iruraiz-Gauna";"Renta del trabajo";"Mujeres";"2019";12423
"Iruraiz-Gauna";"Renta capital mobiliario";"Total";"2001";742
"Iruraiz-Gauna";"Renta capital mobiliario";"Total";"2003";1135
"Iruraiz-Gauna";"Renta capital mobiliario";"Total";"2006";855
"Iruraiz-Gauna";"Renta capital mobiliario";"Total";"2009";1234
"Iruraiz-Gauna";"Renta capital mobiliario";"Total";"2011";1307
"Iruraiz-Gauna";"Renta capital mobiliario";"Total";"2013";758
"Iruraiz-Gauna";"Renta capital mobiliario";"Total";"2014";1034
"Iruraiz-Gauna";"Renta capital mobiliario";"Total";"2015";854
"Iruraiz-Gauna";"Renta capital mobiliario";"Total";"2016";706
"Iruraiz-Gauna";"Renta capital mobiliario";"Total";"2017";427
"Iruraiz-Gauna";"Renta capital mobiliario";"Total";"2018";355
"Iruraiz-Gauna";"Renta capital mobiliario";"Total";"2019";514
"Iruraiz-Gauna";"Renta capital mobiliario";"Hombres";"2001";934
"Iruraiz-Gauna";"Renta capital mobiliario";"Hombres";"2003";1553
"Iruraiz-Gauna";"Renta capital mobiliario";"Hombres";"2006";972
"Iruraiz-Gauna";"Renta capital mobiliario";"Hombres";"2009";1390
"Iruraiz-Gauna";"Renta capital mobiliario";"Hombres";"2011";1095
"Iruraiz-Gauna";"Renta capital mobiliario";"Hombres";"2013";923
"Iruraiz-Gauna";"Renta capital mobiliario";"Hombres";"2014";1112
"Iruraiz-Gauna";"Renta capital mobiliario";"Hombres";"2015";965
"Iruraiz-Gauna";"Renta capital mobiliario";"Hombres";"2016";959
"Iruraiz-Gauna";"Renta capital mobiliario";"Hombres";"2017";373
"Iruraiz-Gauna";"Renta capital mobiliario";"Hombres";"2018";409
"Iruraiz-Gauna";"Renta capital mobiliario";"Hombres";"2019";603
"Iruraiz-Gauna";"Renta capital mobiliario";"Mujeres";"2001";522
"Iruraiz-Gauna";"Renta capital mobiliario";"Mujeres";"2003";661
"Iruraiz-Gauna";"Renta capital mobiliario";"Mujeres";"2006";722
"Iruraiz-Gauna";"Renta capital mobiliario";"Mujeres";"2009";1055
"Iruraiz-Gauna";"Renta capital mobiliario";"Mujeres";"2011";1558
"Iruraiz-Gauna";"Renta capital mobiliario";"Mujeres";"2013";556
"Iruraiz-Gauna";"Renta capital mobiliario";"Mujeres";"2014";939
"Iruraiz-Gauna";"Renta capital mobiliario";"Mujeres";"2015";722
"Iruraiz-Gauna";"Renta capital mobiliario";"Mujeres";"2016";406
"Iruraiz-Gauna";"Renta capital mobiliario";"Mujeres";"2017";490
"Iruraiz-Gauna";"Renta capital mobiliario";"Mujeres";"2018";294
"Iruraiz-Gauna";"Renta capital mobiliario";"Mujeres";"2019";409
"Iruraiz-Gauna";"Renta capital inmobiliario";"Total";"2001";109
"Iruraiz-Gauna";"Renta capital inmobiliario";"Total";"2003";253
"Iruraiz-Gauna";"Renta capital inmobiliario";"Total";"2006";367
"Iruraiz-Gauna";"Renta capital inmobiliario";"Total";"2009";507
"Iruraiz-Gauna";"Renta capital inmobiliario";"Total";"2011";555
"Iruraiz-Gauna";"Renta capital inmobiliario";"Total";"2013";608
"Iruraiz-Gauna";"Renta capital inmobiliario";"Total";"2014";641
"Iruraiz-Gauna";"Renta capital inmobiliario";"Total";"2015";765
"Iruraiz-Gauna";"Renta capital inmobiliario";"Total";"2016";816
"Iruraiz-Gauna";"Renta capital inmobiliario";"Total";"2017";787
"Iruraiz-Gauna";"Renta capital inmobiliario";"Total";"2018";792
"Iruraiz-Gauna";"Renta capital inmobiliario";"Total";"2019";767
"Iruraiz-Gauna";"Renta capital inmobiliario";"Hombres";"2001";133
"Iruraiz-Gauna";"Renta capital inmobiliario";"Hombres";"2003";244
"Iruraiz-Gauna";"Renta capital inmobiliario";"Hombres";"2006";364
"Iruraiz-Gauna";"Renta capital inmobiliario";"Hombres";"2009";435
"Iruraiz-Gauna";"Renta capital inmobiliario";"Hombres";"2011";580
"Iruraiz-Gauna";"Renta capital inmobiliario";"Hombres";"2013";645
"Iruraiz-Gauna";"Renta capital inmobiliario";"Hombres";"2014";663
"Iruraiz-Gauna";"Renta capital inmobiliario";"Hombres";"2015";839
"Iruraiz-Gauna";"Renta capital inmobiliario";"Hombres";"2016";796
"Iruraiz-Gauna";"Renta capital inmobiliario";"Hombres";"2017";760
"Iruraiz-Gauna";"Renta capital inmobiliario";"Hombres";"2018";749
"Iruraiz-Gauna";"Renta capital inmobiliario";"Hombres";"2019";700
"Iruraiz-Gauna";"Renta capital inmobiliario";"Mujeres";"2001";82
"Iruraiz-Gauna";"Renta capital inmobiliario";"Mujeres";"2003";262
"Iruraiz-Gauna";"Renta capital inmobiliario";"Mujeres";"2006";370
"Iruraiz-Gauna";"Renta capital inmobiliario";"Mujeres";"2009";589
"Iruraiz-Gauna";"Renta capital inmobiliario";"Mujeres";"2011";525
"Iruraiz-Gauna";"Renta capital inmobiliario";"Mujeres";"2013";564
"Iruraiz-Gauna";"Renta capital inmobiliario";"Mujeres";"2014";616
"Iruraiz-Gauna";"Renta capital inmobiliario";"Mujeres";"2015";676
"Iruraiz-Gauna";"Renta capital inmobiliario";"Mujeres";"2016";839
"Iruraiz-Gauna";"Renta capital inmobiliario";"Mujeres";"2017";819
"Iruraiz-Gauna";"Renta capital inmobiliario";"Mujeres";"2018";841
"Iruraiz-Gauna";"Renta capital inmobiliario";"Mujeres";"2019";845
"Iruraiz-Gauna";"Renta de actividades";"Total";"2001";2773
"Iruraiz-Gauna";"Renta de actividades";"Total";"2003";2409
"Iruraiz-Gauna";"Renta de actividades";"Total";"2006";1626
"Iruraiz-Gauna";"Renta de actividades";"Total";"2009";1738
"Iruraiz-Gauna";"Renta de actividades";"Total";"2011";2450
"Iruraiz-Gauna";"Renta de actividades";"Total";"2013";2456
"Iruraiz-Gauna";"Renta de actividades";"Total";"2014";1696
"Iruraiz-Gauna";"Renta de actividades";"Total";"2015";2060
"Iruraiz-Gauna";"Renta de actividades";"Total";"2016";2351
"Iruraiz-Gauna";"Renta de actividades";"Total";"2017";2705
"Iruraiz-Gauna";"Renta de actividades";"Total";"2018";2387
"Iruraiz-Gauna";"Renta de actividades";"Total";"2019";2350
"Iruraiz-Gauna";"Renta de actividades";"Hombres";"2001";3612
"Iruraiz-Gauna";"Renta de actividades";"Hombres";"2003";3315
"Iruraiz-Gauna";"Renta de actividades";"Hombres";"2006";2374
"Iruraiz-Gauna";"Renta de actividades";"Hombres";"2009";2474
"Iruraiz-Gauna";"Renta de actividades";"Hombres";"2011";3462
"Iruraiz-Gauna";"Renta de actividades";"Hombres";"2013";3676
"Iruraiz-Gauna";"Renta de actividades";"Hombres";"2014";2407
"Iruraiz-Gauna";"Renta de actividades";"Hombres";"2015";2777
"Iruraiz-Gauna";"Renta de actividades";"Hombres";"2016";2914
"Iruraiz-Gauna";"Renta de actividades";"Hombres";"2017";3096
"Iruraiz-Gauna";"Renta de actividades";"Hombres";"2018";2611
"Iruraiz-Gauna";"Renta de actividades";"Hombres";"2019";2535
"Iruraiz-Gauna";"Renta de actividades";"Mujeres";"2001";1809
"Iruraiz-Gauna";"Renta de actividades";"Mujeres";"2003";1379
"Iruraiz-Gauna";"Renta de actividades";"Mujeres";"2006";782
"Iruraiz-Gauna";"Renta de actividades";"Mujeres";"2009";894
"Iruraiz-Gauna";"Renta de actividades";"Mujeres";"2011";1249
"Iruraiz-Gauna";"Renta de actividades";"Mujeres";"2013";956
"Iruraiz-Gauna";"Renta de actividades";"Mujeres";"2014";831
"Iruraiz-Gauna";"Renta de actividades";"Mujeres";"2015";1212
"Iruraiz-Gauna";"Renta de actividades";"Mujeres";"2016";1684
"Iruraiz-Gauna";"Renta de actividades";"Mujeres";"2017";2247
"Iruraiz-Gauna";"Renta de actividades";"Mujeres";"2018";2129
"Iruraiz-Gauna";"Renta de actividades";"Mujeres";"2019";2135
"Iruraiz-Gauna";"Transferencias";"Total";"2001";1613
"Iruraiz-Gauna";"Transferencias";"Total";"2003";1846
"Iruraiz-Gauna";"Transferencias";"Total";"2006";2028
"Iruraiz-Gauna";"Transferencias";"Total";"2009";2944
"Iruraiz-Gauna";"Transferencias";"Total";"2011";3715
"Iruraiz-Gauna";"Transferencias";"Total";"2013";3590
"Iruraiz-Gauna";"Transferencias";"Total";"2014";3419
"Iruraiz-Gauna";"Transferencias";"Total";"2015";3531
"Iruraiz-Gauna";"Transferencias";"Total";"2016";3604
"Iruraiz-Gauna";"Transferencias";"Total";"2017";3591
"Iruraiz-Gauna";"Transferencias";"Total";"2018";3476
"Iruraiz-Gauna";"Transferencias";"Total";"2019";3733
"Iruraiz-Gauna";"Transferencias";"Hombres";"2001";1519
"Iruraiz-Gauna";"Transferencias";"Hombres";"2003";1788
"Iruraiz-Gauna";"Transferencias";"Hombres";"2006";2152
"Iruraiz-Gauna";"Transferencias";"Hombres";"2009";3046
"Iruraiz-Gauna";"Transferencias";"Hombres";"2011";3918
"Iruraiz-Gauna";"Transferencias";"Hombres";"2013";3623
"Iruraiz-Gauna";"Transferencias";"Hombres";"2014";3466
"Iruraiz-Gauna";"Transferencias";"Hombres";"2015";3578
"Iruraiz-Gauna";"Transferencias";"Hombres";"2016";3801
"Iruraiz-Gauna";"Transferencias";"Hombres";"2017";4006
"Iruraiz-Gauna";"Transferencias";"Hombres";"2018";3796
"Iruraiz-Gauna";"Transferencias";"Hombres";"2019";3905
"Iruraiz-Gauna";"Transferencias";"Mujeres";"2001";1720
"Iruraiz-Gauna";"Transferencias";"Mujeres";"2003";1911
"Iruraiz-Gauna";"Transferencias";"Mujeres";"2006";1888
"Iruraiz-Gauna";"Transferencias";"Mujeres";"2009";2828
"Iruraiz-Gauna";"Transferencias";"Mujeres";"2011";3474
"Iruraiz-Gauna";"Transferencias";"Mujeres";"2013";3548
"Iruraiz-Gauna";"Transferencias";"Mujeres";"2014";3362
"Iruraiz-Gauna";"Transferencias";"Mujeres";"2015";3476
"Iruraiz-Gauna";"Transferencias";"Mujeres";"2016";3370
"Iruraiz-Gauna";"Transferencias";"Mujeres";"2017";3106
"Iruraiz-Gauna";"Transferencias";"Mujeres";"2018";3108
"Iruraiz-Gauna";"Transferencias";"Mujeres";"2019";3532
"Iruraiz-Gauna";"Renta disponible";"Total";"2001";10705
"Iruraiz-Gauna";"Renta disponible";"Total";"2003";11822
"Iruraiz-Gauna";"Renta disponible";"Total";"2006";12381
"Iruraiz-Gauna";"Renta disponible";"Total";"2009";15892
"Iruraiz-Gauna";"Renta disponible";"Total";"2011";17685
"Iruraiz-Gauna";"Renta disponible";"Total";"2013";16156
"Iruraiz-Gauna";"Renta disponible";"Total";"2014";15591
"Iruraiz-Gauna";"Renta disponible";"Total";"2015";16374
"Iruraiz-Gauna";"Renta disponible";"Total";"2016";16466
"Iruraiz-Gauna";"Renta disponible";"Total";"2017";17150
"Iruraiz-Gauna";"Renta disponible";"Total";"2018";17527
"Iruraiz-Gauna";"Renta disponible";"Total";"2019";19151
"Iruraiz-Gauna";"Renta disponible";"Hombres";"2001";12380
"Iruraiz-Gauna";"Renta disponible";"Hombres";"2003";14311
"Iruraiz-Gauna";"Renta disponible";"Hombres";"2006";14829
"Iruraiz-Gauna";"Renta disponible";"Hombres";"2009";18215
"Iruraiz-Gauna";"Renta disponible";"Hombres";"2011";19909
"Iruraiz-Gauna";"Renta disponible";"Hombres";"2013";18526
"Iruraiz-Gauna";"Renta disponible";"Hombres";"2014";17648
"Iruraiz-Gauna";"Renta disponible";"Hombres";"2015";18174
"Iruraiz-Gauna";"Renta disponible";"Hombres";"2016";18427
"Iruraiz-Gauna";"Renta disponible";"Hombres";"2017";18728
"Iruraiz-Gauna";"Renta disponible";"Hombres";"2018";19620
"Iruraiz-Gauna";"Renta disponible";"Hombres";"2019";21545
"Iruraiz-Gauna";"Renta disponible";"Mujeres";"2001";8779
"Iruraiz-Gauna";"Renta disponible";"Mujeres";"2003";8992
"Iruraiz-Gauna";"Renta disponible";"Mujeres";"2006";9621
"Iruraiz-Gauna";"Renta disponible";"Mujeres";"2009";13232
"Iruraiz-Gauna";"Renta disponible";"Mujeres";"2011";15046
"Iruraiz-Gauna";"Renta disponible";"Mujeres";"2013";13241
"Iruraiz-Gauna";"Renta disponible";"Mujeres";"2014";13089
"Iruraiz-Gauna";"Renta disponible";"Mujeres";"2015";14246
"Iruraiz-Gauna";"Renta disponible";"Mujeres";"2016";14140
"Iruraiz-Gauna";"Renta disponible";"Mujeres";"2017";15302
"Iruraiz-Gauna";"Renta disponible";"Mujeres";"2018";15126
"Iruraiz-Gauna";"Renta disponible";"Mujeres";"2019";16351
"Ispaster";"Renta total";"Total";"2001";10388
"Ispaster";"Renta total";"Total";"2003";11956
"Ispaster";"Renta total";"Total";"2006";15173
"Ispaster";"Renta total";"Total";"2009";17912
"Ispaster";"Renta total";"Total";"2011";19161
"Ispaster";"Renta total";"Total";"2013";19254
"Ispaster";"Renta total";"Total";"2014";20341
"Ispaster";"Renta total";"Total";"2015";20495
"Ispaster";"Renta total";"Total";"2016";20003
"Ispaster";"Renta total";"Total";"2017";22171
"Ispaster";"Renta total";"Total";"2018";21652
"Ispaster";"Renta total";"Total";"2019";21875
"Ispaster";"Renta total";"Hombres";"2001";13401
"Ispaster";"Renta total";"Hombres";"2003";15814
"Ispaster";"Renta total";"Hombres";"2006";19128
"Ispaster";"Renta total";"Hombres";"2009";22937
"Ispaster";"Renta total";"Hombres";"2011";24472
"Ispaster";"Renta total";"Hombres";"2013";24350
"Ispaster";"Renta total";"Hombres";"2014";24904
"Ispaster";"Renta total";"Hombres";"2015";24800
"Ispaster";"Renta total";"Hombres";"2016";24009
"Ispaster";"Renta total";"Hombres";"2017";26543
"Ispaster";"Renta total";"Hombres";"2018";26368
"Ispaster";"Renta total";"Hombres";"2019";25661
"Ispaster";"Renta total";"Mujeres";"2001";7047
"Ispaster";"Renta total";"Mujeres";"2003";7604
"Ispaster";"Renta total";"Mujeres";"2006";10630
"Ispaster";"Renta total";"Mujeres";"2009";12581
"Ispaster";"Renta total";"Mujeres";"2011";13277
"Ispaster";"Renta total";"Mujeres";"2013";13599
"Ispaster";"Renta total";"Mujeres";"2014";15087
"Ispaster";"Renta total";"Mujeres";"2015";15485
"Ispaster";"Renta total";"Mujeres";"2016";15446
"Ispaster";"Renta total";"Mujeres";"2017";17317
"Ispaster";"Renta total";"Mujeres";"2018";16461
"Ispaster";"Renta total";"Mujeres";"2019";17649
"Ispaster";"Renta del trabajo";"Total";"2001";6020
"Ispaster";"Renta del trabajo";"Total";"2003";7514
"Ispaster";"Renta del trabajo";"Total";"2006";9147
"Ispaster";"Renta del trabajo";"Total";"2009";11505
"Ispaster";"Renta del trabajo";"Total";"2011";12466
"Ispaster";"Renta del trabajo";"Total";"2013";12570
"Ispaster";"Renta del trabajo";"Total";"2014";12942
"Ispaster";"Renta del trabajo";"Total";"2015";12824
"Ispaster";"Renta del trabajo";"Total";"2016";12516
"Ispaster";"Renta del trabajo";"Total";"2017";14044
"Ispaster";"Renta del trabajo";"Total";"2018";13478
"Ispaster";"Renta del trabajo";"Total";"2019";13688
